Cmd Voltage1 Voltage2 Current
-0.193333 1124073472 4 1
-0.191667 1124073472 4 1
-0.19 1124073472 4 1
-0.188333 1124073472 4 1
-0.186667 1124073472 4 1
-0.185 1124073472 4 1
-0.183333 1124073472 4 1
-0.181667 1124073472 4 1
-0.18 134217728 4 1
-0.178333 134217728 4 1
-0.176667 134217728 4 1
-0.175 134217728 4 1
-0.173333 134217728 4 1
-0.171667 134217728 4 1
-0.17 134217728 4 1
-0.168333 134217728 4 1
-0.166667 134217728 4 1
-0.165 134217728 4 1
-0.163333 16777216 4 1
-0.161667 16777216 4 1
-0.16 16777216 4 1
-0.158333 16777216 4 1
-0.156667 16777216 4 1
-0.155 16777216 4 1
-0.153333 16777216 4 1
-0.151667 16777216 4 1
-0.15 16777216 4 1
-0.148333 16777216 4 1
-0.146667 939524096 3 1
-0.145 939524096 3 1
-0.143333 939524096 3 1
-0.141667 939524096 3 1
-0.14 939524096 3 1
-0.138333 939524096 3 1
-0.136667 939524096 3 1
-0.135 939524096 3 1
-0.133333 939524096 3 1
-0.131667 939524096 3 1
-0.13 4009754624 2 1
-0.128333 4009754624 2 1
-0.126667 4009754624 2 1
-0.125 4009754624 2 1
-0.123333 4009754624 2 1
-0.121667 4009754624 2 1
-0.12 4009754624 2 1
-0.118333 4009754624 2 1
-0.116667 4009754624 2 1
-0.115 2734686208 2 1
-0.113333 2734686208 2 1
-0.111667 2734686208 2 1
-0.11 2734686208 2 1
-0.108333 2734686208 2 1
-0.106667 2734686208 2 1
-0.105 2734686208 2 1
-0.103333 2734686208 2 1
-0.101667 2734686208 2 1
-0.1 2734686208 2 1
-0.0983334 1409286144 2 1
-0.0966667 1409286144 2 1
-0.095 1409286144 2 1
-0.0933333 1409286144 2 1
-0.0916666 1409286144 2 1
-0.09 1409286144 2 1
-0.0883333 1409286144 2 1
-0.0866666 1409286144 2 1
-0.085 1409286144 2 1
-0.0833333 1409286144 2 1
-0.0816666 3539992576 1 1
-0.08 3539992576 1 1
-0.0783333 3539992576 1 1
-0.0766667 3539992576 1 1
-0.075 3539992576 1 1
-0.0733333 3539992576 1 1
-0.0716667 3539992576 1 1
-0.07 3539992576 1 1
-0.0683333 3539992576 1 1
-0.0666667 3539992576 1 1
-0.065 2147483648 1 1
-0.0633333 2147483648 1 1
-0.0616667 2147483648 1 1
-0.06 2147483648 1 1
-0.0583333 2147483648 1 1
-0.0566667 2147483648 1 1
-0.055 2147483648 1 1
-0.0533333 2147483648 1 1
-0.0516667 2147483648 1 1
-0.05 2147483648 1 1
-0.0483333 520093696 1 1
-0.0466667 520093696 1 1
-0.045 520093696 1 1
-0.0433334 520093696 1 1
-0.0416667 520093696 1 1
-0.04 520093696 1 1
-0.0383334 520093696 1 1
-0.0366667 520093696 1 1
-0.035 520093696 1 1
-0.0333334 520093696 1 1
-0.0316667 3422552064 0 1
-0.03 3422552064 0 1
-0.0283333 3422552064 0 1
-0.0266666 3422552064 0 1
-0.025 3422552064 0 1
-0.0233333 3422552064 0 1
-0.0216666 3422552064 0 1
-0.02 3422552064 0 1
-0.0183333 3422552064 0 1
-0.0166667 3422552064 0 1
-0.015 2197815296 0 1
-0.0133333 2197815296 0 1
-0.0116667 2197815296 0 1
-0.00999999 2197815296 0 1
-0.00833333 2197815296 0 1
-0.00666666 2197815296 0 1
-0.005 2197815296 0 1
-0.00333333 2197815296 0 1
-0.00166667 2197815296 0 1
0 2197815296 0 1
0.00166667 402653184 0 1
0.00333333 402653184 0 1
0.005 402653184 0 1
0.00666666 402653184 0 1
0.00833333 402653184 0 1
0.00999999 402653184 0 1
0.0116667 402653184 0 1
0.0133333 402653184 0 1
0.015 402653184 0 1
0.0166667 402653184 0 1
0.0183333 0 0 1
0.02 0 0 1
0.0216666 0 0 1
0.0233333 0 0 1
0.025 0 0 1
0.0266666 0 0 1
0.0283333 0 0 1
0.03 0 0 1
0.0316666 0 0 1
0.0333333 0 0 1
0.035 0 0 687865857
0.0366666 0 0 687865857
0.0383333 0 0 687865857
0.04 0 0 687865857
0.0416666 0 0 687865857
0.0433333 0 0 687865857
0.045 0 0 687865857
0.0466666 0 0 687865857
0.0483333 0 0 687865857
0.05 0 0 687865857
0.0516666 0 0 2147483649
0.0533333 0 0 2147483649
0.0549999 0 0 2147483649
0.0566666 0 0 2147483649
0.0583333 0 0 2147483649
0.0599999 0 0 2147483649
0.0616666 0 0 2147483649
0.0633334 0 0 2147483649
0.0650001 0 0 2147483649
0.0666667 0 0 2147483649
0.0683334 0 0 3472883713
0.0700001 0 0 3472883713
0.0716667 0 0 3472883713
0.0733334 0 0 3472883713
0.075 0 0 3472883713
0.0766667 0 0 3472883713
0.0783334 0 0 3472883713
0.08 0 0 3472883713
0.0816667 0 0 3472883713
0.0833334 0 0 3472883713
0.085 1 0 352321537
0.0866667 1 0 352321537
0.0883334 1 0 352321537
0.09 1 0 352321537
0.0916667 1 0 352321537
0.0933334 1 0 352321537
0.095 1 0 352321537
0.0966667 1 0 352321537
0.0983334 1 0 352321537
0.1 1 0 352321537
0.101667 1 0 2097152001
0.103333 1 0 2097152001
0.105 1 0 2097152001
0.106667 1 0 2097152001
0.108333 1 0 2097152001
0.11 1 0 2097152001
0.111667 1 0 2097152001
0.113333 1 0 2097152001
0.115 1 0 2097152001
0.116667 1 0 2097152001
0.118333 2 0 419430401
0.12 2 0 419430401
0.121667 2 0 419430401
0.123333 2 0 419430401
0.125 2 0 419430401
0.126667 2 0 419430401
0.128333 2 0 419430401
0.13 2 0 419430401
0.131667 2 0 419430401
0.133333 2 0 419430401
0.135 2 0 587202561
0.136667 2 0 587202561
0.138333 2 0 587202561
0.14 2 0 587202561
0.141667 2 0 587202561
0.143333 2 0 587202561
0.145 2 0 587202561
0.146667 2 0 587202561
0.148333 2 0 587202561
0.15 2 0 587202561
0.151667 2 0 2566914049
0.153333 2 0 2566914049
0.155 2 0 2566914049
0.156667 2 0 2566914049
0.158333 2 0 2566914049
0.16 2 0 2566914049
0.161667 2 0 2566914049
0.163333 2 0 2566914049
0.165 2 0 2566914049
0.166667 2 0 2566914049
0.168333 3 0 469762049
0.17 3 0 469762049
0.171667 3 0 469762049
0.173333 3 0 469762049
0.175 3 0 469762049
0.176667 3 0 469762049
0.178333 3 0 469762049
0.18 3 0 469762049
0.181667 3 0 469762049
0.183333 3 0 469762049
0.185 3 0 1526726657
0.186667 3 0 1526726657
0.188333 3 0 1526726657
0.19 3 0 1526726657
0.191667 3 0 1526726657
0.193333 3 0 1526726657
0.195 3 0 1526726657
0.196667 3 0 1526726657
0.198333 3 0 1526726657
0.2 3 0 1526726657
0.201667 3 0 2634022913
0.203333 3 0 2634022913
0.205 3 0 2634022913
0.206667 3 0 2634022913
0.208333 3 0 2634022913
0.21 3 0 2634022913
0.211667 3 0 2634022913
0.213333 3 0 2634022913
0.215 3 0 2634022913
0.216667 3 0 2634022913
0.218333 4 0 16777217
0.22 4 0 16777217
0.221667 4 0 16777217
0.223333 4 0 16777217
0.225 4 0 16777217
0.226667 4 0 16777217
0.228333 4 0 16777217
0.23 4 0 16777217
0.231667 4 0 16777217
0.233333 4 0 16777217
0.235 4 0 2113929217
0.236667 4 0 2113929217
0.238333 4 0 2113929217
0.24 4 0 2113929217
0.241667 4 0 2113929217
0.243333 4 0 2113929217
0.245 4 0 2113929217
0.246667 4 0 2113929217
0.248333 4 0 2113929217
0.25 4 0 2919235585
0.251667 4 0 2919235585
0.253333 4 0 2919235585
0.255 4 0 2919235585
0.256667 4 0 2919235585
0.258333 4 0 2919235585
0.26 4 0 2919235585
0.261667 4 0 2919235585
0.263333 4 0 2919235585
0.265 4 0 2919235585
0.266667 5 0 33554433
0.268333 5 0 33554433
0.27 5 0 33554433
0.271667 5 0 33554433
0.273333 5 0 33554433
0.275 5 0 33554433
0.276667 5 0 33554433
0.278333 5 0 33554433
0.28 5 0 33554433
0.281667 5 0 33554433
0.283333 5 0 2231369729
0.285 5 0 2231369729
0.286667 5 0 2231369729
0.288333 5 0 2231369729
0.29 5 0 2231369729
0.291667 5 0 2231369729
0.293333 5 0 2231369729
0.295 5 0 2231369729
0.296667 5 0 2231369729
0.298333 5 0 2231369729
0.3 5 0 4160749569
0.301667 5 0 4160749569
0.303333 5 0 4160749569
0.305 5 0 4160749569
0.306667 5 0 4160749569
0.308333 5 0 4160749569
0.31 5 0 4160749569
0.311667 5 0 4160749569
0.313333 5 0 4160749569
0.315 5 0 4160749569
0.316667 6 0 2130706433
0.318333 6 0 2130706433
0.32 6 0 2130706433
0.321667 6 0 2130706433
0.323333 6 0 2130706433
0.325 6 0 2130706433
0.326667 6 0 2130706433
0.328333 6 0 2130706433
0.33 6 0 2130706433
0.331667 6 0 2130706433
0.333333 7 0 218103809
0.335 7 0 218103809
0.336667 7 0 218103809
0.338333 7 0 218103809
0.34 7 0 218103809
0.341667 7 0 218103809
0.343333 7 0 218103809
0.345 7 0 218103809
0.346667 7 0 218103809
0.348333 7 0 218103809
0.35 6 0 4110417921
0.351667 6 0 4110417921
0.353333 6 0 4110417921
0.355 6 0 4110417921
0.356667 6 0 4110417921
0.358333 6 0 4110417921
0.36 6 0 4110417921
0.361667 6 0 4110417921
0.363333 6 0 4110417921
0.365 7 0 1962934273
0.366667 7 0 1962934273
0.368333 7 0 1962934273
0.37 7 0 1962934273
0.371667 7 0 1962934273
0.373333 7 0 1962934273
0.375 7 0 1962934273
0.376667 7 0 1962934273
0.378333 7 0 1962934273
0.38 7 0 1962934273
0.381667 8 0 100663297
0.383333 8 0 100663297
0.385 8 0 100663297
0.386667 8 0 100663297
0.388333 8 0 100663297
0.39 8 0 100663297
0.391667 8 0 100663297
0.393333 8 0 100663297
0.395 8 0 100663297
0.396667 8 0 100663297
0.398333 8 0 1912602625
0.4 8 0 1912602625
0.401667 8 0 1912602625
0.403333 8 0 1912602625
0.405 8 0 1912602625
0.406667 8 0 1912602625
0.408333 8 0 1912602625
0.41 8 0 1912602625
0.411667 8 0 1912602625
0.413333 8 0 1912602625
0.415 8 0 1728053249
0.416667 8 0 1728053249
0.418333 8 0 1728053249
0.42 8 0 1728053249
0.421667 8 0 1728053249
0.423333 8 0 1728053249
0.425 8 0 1728053249
0.426667 8 0 1728053249
0.428333 8 0 1728053249
0.43 8 0 1728053249
0.431667 8 0 3942645761
0.433333 8 0 3942645761
0.435 8 0 3942645761
0.436667 8 0 3942645761
0.438333 8 0 3942645761
0.44 8 0 3942645761
0.441667 8 0 3942645761
0.443333 8 0 3942645761
0.445 8 0 3942645761
0.446667 8 0 3942645761
0.448333 9 0 1795162113
0.45 9 0 1795162113
0.451667 9 0 1795162113
0.453333 9 0 1795162113
0.455 9 0 1795162113
0.456667 9 0 1795162113
0.458333 9 0 1795162113
0.46 9 0 1795162113
0.461667 9 0 1795162113
0.463333 9 0 1795162113
0.465 9 0 2902458369
0.466667 9 0 2902458369
0.468333 9 0 2902458369
0.47 9 0 2902458369
0.471667 9 0 2902458369
0.473333 9 0 2902458369
0.475 9 0 2902458369
0.476667 9 0 2902458369
0.478333 9 0 2902458369
0.48 9 0 2902458369
0.481667 9 0 1979711489
0.483333 9 0 1979711489
0.485 9 0 1979711489
0.486667 9 0 1979711489
0.488333 9 0 1979711489
0.49 9 0 1979711489
0.491667 9 0 1979711489
0.493333 9 0 1979711489
0.495 9 0 1979711489
0.496667 9 0 1979711489
0.498333 9 0 4009754625
0.5 9 0 4009754625
0.501667 9 0 4009754625
0.503333 9 0 4009754625
0.505 9 0 4009754625
0.506667 9 0 4009754625
0.508333 9 0 4009754625
0.51 9 0 4009754625
0.511667 9 0 4009754625
0.513333 9 0 4009754625
0.515 11 0 251658241
0.516667 11 0 251658241
0.518333 11 0 251658241
0.52 11 0 251658241
0.521667 11 0 251658241
0.523333 11 0 251658241
0.525 11 0 251658241
0.526667 11 0 251658241
0.528333 11 0 251658241
0.53 11 0 251658241
0.531667 10 0 3892314113
0.533333 10 0 3892314113
0.535 10 0 3892314113
0.536667 10 0 3892314113
0.538333 10 0 3892314113
0.54 10 0 3892314113
0.541667 10 0 3892314113
0.543333 10 0 3892314113
0.545 10 0 3892314113
0.546667 10 0 3892314113
0.548333 10 0 3254779905
0.55 10 0 3254779905
0.551667 10 0 3254779905
0.553333 10 0 3254779905
0.555 10 0 3254779905
0.556667 10 0 3254779905
0.558333 10 0 3254779905
0.56 10 0 3254779905
0.561667 10 0 3254779905
0.563333 10 0 3254779905
0.565 11 0 1124073473
0.566667 11 0 1124073473
0.568333 11 0 1124073473
0.57 11 0 1124073473
0.571667 11 0 1124073473
0.573333 11 0 1124073473
0.575 11 0 1124073473
0.576667 11 0 1124073473
0.578333 11 0 1124073473
0.58 11 0 1124073473
0.581667 335544331 0 3674210305
0.583333 335544331 0 3674210305
0.585 335544331 0 3674210305
0.586667 335544331 0 3674210305
0.588333 335544331 0 3674210305
0.59 335544331 0 3674210305
0.591667 335544331 0 3674210305
0.593333 335544331 0 3674210305
0.595 335544331 0 3674210305
0.596667 335544331 0 3674210305
0.598333 12 0 1241513985
0.6 12 0 1241513985
0.601667 12 0 1241513985
0.603333 12 0 1241513985
0.605 12 0 1241513985
0.606667 12 0 1241513985
0.608333 12 0 1241513985
0.61 12 0 1241513985
0.611667 12 0 1241513985
0.613333 12 0 1241513985
0.615 12 0 369098753
0.616667 12 0 369098753
0.618333 12 0 369098753
0.62 12 0 369098753
0.621667 12 0 369098753
0.623333 12 0 369098753
0.625 12 0 369098753
0.626667 12 0 369098753
0.628333 12 0 369098753
0.63 12 0 369098753
0.631667 12 0 3103784961
0.633333 12 0 3103784961
0.635 12 0 3103784961
0.636667 12 0 3103784961
