Cmd Voltage1 Voltage2 Current
-0.286667 31 1732 452
-0.285 31 1732 452
-0.283333 31 1732 452
-0.281667 31 1732 452
-0.28 31 1732 452
-0.278333 31 1732 452
-0.276667 31 1732 452
-0.275 31 1732 452
-0.273333 31 1732 452
-0.271667 31 1732 452
-0.27 17 1739 454
-0.268333 17 1739 454
-0.266667 17 1739 454
-0.265 17 1739 454
-0.263333 17 1739 454
-0.261667 17 1739 454
-0.26 17 1739 454
-0.258333 17 1739 454
-0.256667 17 1739 454
-0.255 17 1739 454
-0.253333 3 1666 456
-0.251667 3 1666 456
-0.25 3 1666 456
-0.248333 3 1666 456
-0.246667 3 1666 456
-0.245 3 1666 456
-0.243333 3 1666 456
-0.241667 3 1666 456
-0.24 3 1666 456
-0.238333 3 1666 456
-0.236667 0 1542 444
-0.235 0 1542 444
-0.233333 0 1542 444
-0.231667 0 1542 444
-0.23 0 1542 444
-0.228333 0 1542 444
-0.226667 0 1542 444
-0.225 0 1542 444
-0.223333 0 1542 444
-0.221667 0 1542 444
-0.22 6 1341 440
-0.218333 6 1341 440
-0.216667 6 1341 440
-0.215 6 1341 440
-0.213333 6 1341 440
-0.211667 6 1341 440
-0.21 6 1341 440
-0.208333 6 1341 440
-0.206667 6 1341 440
-0.205 6 1341 440
-0.203333 0 1254 436
-0.201667 0 1254 436
-0.2 0 1254 436
-0.198333 0 1254 436
-0.196667 0 1254 436
-0.195 0 1254 436
-0.193333 0 1254 436
-0.191667 0 1254 436
-0.19 0 1254 436
-0.188333 0 1254 436
-0.186667 3 1244 441
-0.185 3 1244 441
-0.183333 3 1244 441
-0.181667 3 1244 441
-0.18 3 1244 441
-0.178333 3 1244 441
-0.176667 3 1244 441
-0.175 3 1244 441
-0.173333 3 1244 441
-0.171667 3 1167 440
-0.17 3 1167 440
-0.168333 3 1167 440
-0.166667 3 1167 440
-0.165 3 1167 440
-0.163333 3 1167 440
-0.161667 3 1167 440
-0.16 3 1167 440
-0.158333 3 1167 440
-0.156667 3 1167 440
-0.155 0 952 431
-0.153333 0 952 431
-0.151667 0 952 431
-0.15 0 952 431
-0.148333 0 952 431
-0.146667 0 952 431
-0.145 0 952 431
-0.143333 0 952 431
-0.141667 0 952 431
-0.14 0 952 431
-0.138333 6 880 429
-0.136667 6 880 429
-0.135 6 880 429
-0.133333 6 880 429
-0.131667 6 880 429
-0.13 6 880 429
-0.128333 6 880 429
-0.126667 6 880 429
-0.125 6 880 429
-0.123333 6 880 429
-0.121667 3 793 428
-0.12 3 793 428
-0.118333 3 793 428
-0.116667 3 793 428
-0.115 3 793 428
-0.113333 3 793 428
-0.111667 3 793 428
-0.11 3 793 428
-0.108333 3 793 428
-0.106667 3 793 428
-0.105 3 748 433
-0.103333 3 748 433
-0.101667 3 748 433
-0.1 3 748 433
-0.0983334 3 748 433
-0.0966667 3 748 433
-0.095 3 748 433
-0.0933333 3 748 433
-0.0916666 3 748 433
-0.09 3 748 433
-0.0883333 6 582 425
-0.0866666 6 582 425
-0.085 6 582 425
-0.0833333 6 582 425
-0.0816666 6 582 425
-0.08 6 582 425
-0.0783333 6 582 425
-0.0766667 6 582 425
-0.075 6 582 425
-0.0733333 6 582 425
-0.0716667 0 488 419
-0.07 0 488 419
-0.0683333 0 488 419
-0.0666667 0 488 419
-0.065 0 488 419
-0.0633333 0 488 419
-0.0616667 0 488 419
-0.06 0 488 419
-0.0583333 0 488 419
-0.0566667 0 488 419
-0.055 0 398 420
-0.0533333 0 398 420
-0.0516667 0 398 420
-0.05 0 398 420
-0.0483333 0 398 420
-0.0466667 0 398 420
-0.045 0 398 420
-0.0433334 0 398 420
-0.0416667 0 398 420
-0.04 0 398 420
-0.0383334 3 329 422
-0.0366667 3 329 422
-0.035 3 329 422
-0.0333334 3 329 422
-0.0316667 3 329 422
-0.03 3 329 422
-0.0283333 3 329 422
-0.0266666 3 329 422
-0.025 3 329 422
-0.0233333 3 329 422
-0.0216666 17 197 420
-0.02 17 197 420
-0.0183333 17 197 420
-0.0166667 17 197 420
-0.015 17 197 420
-0.0133333 17 197 420
-0.0116667 17 197 420
-0.00999999 17 197 420
-0.00833333 17 197 420
-0.00666666 17 197 420
-0.005 0 110 419
-0.00333333 0 110 419
-0.00166667 0 110 419
0 0 110 419
0.00166667 0 110 419
0.00333333 0 110 419
0.005 0 110 419
0.00666666 0 110 419
0.00833333 0 110 419
0.00999999 0 110 419
0.0116667 0 0 415
0.0133333 0 0 415
0.015 0 0 415
0.0166667 0 0 415
0.0183333 0 0 415
0.02 0 0 415
0.0216666 0 0 415
0.0233333 0 0 415
0.025 0 0 415
0.0266666 0 0 415
0.0283333 55 0 416
0.03 55 0 416
0.0316666 55 0 416
0.0333333 55 0 416
0.035 55 0 416
0.0366666 55 0 416
0.0383333 55 0 416
0.04 55 0 416
0.0416666 55 0 416
0.0433333 55 0 416
0.045 128 0 418
0.0466666 128 0 418
0.0483333 128 0 418
0.05 128 0 418
0.0516666 128 0 418
0.0533333 128 0 418
0.0549999 128 0 418
0.0566666 128 0 418
0.0583333 128 0 418
0.0599999 128 0 418
0.0616666 221 3 421
0.0633334 221 3 421
0.0650001 221 3 421
0.0666667 221 3 421
0.0683334 221 3 421
0.0700001 221 3 421
0.0716667 221 3 421
0.0733334 221 3 421
0.075 221 3 421
0.0766667 221 3 421
0.0783334 311 6 423
0.08 311 6 423
0.0816667 311 6 423
0.0833334 311 6 423
0.085 311 6 423
0.0866667 311 6 423
0.0883334 311 6 423
0.09 311 6 423
0.0916667 311 6 423
0.0933334 311 6 423
0.095 408 24 431
0.0966667 408 24 431
0.0983334 408 24 431
0.1 408 24 431
0.101667 408 24 431
0.103333 408 24 431
0.105 408 24 431
0.106667 408 24 431
0.108333 408 24 431
0.11 408 24 431
0.111667 492 3 425
0.113333 492 3 425
0.115 492 3 425
0.116667 492 3 425
0.118333 492 3 425
0.12 492 3 425
0.121667 492 3 425
0.123333 492 3 425
0.125 492 3 425
0.126667 492 3 425
0.128333 630 0 427
0.13 630 0 427
0.131667 630 0 427
0.133333 630 0 427
0.135 630 0 427
0.136667 630 0 427
0.138333 630 0 427
0.14 630 0 427
0.141667 630 0 427
0.143333 630 0 427
0.145 748 0 430
0.146667 748 0 430
0.148333 748 0 430
0.15 748 0 430
0.151667 748 0 430
0.153333 748 0 430
0.155 748 0 430
0.156667 748 0 430
0.158333 748 0 430
0.16 748 0 430
0.161667 862 0 432
0.163333 862 0 432
0.165 862 0 432
0.166667 862 0 432
0.168333 862 0 432
0.17 862 0 432
0.171667 862 0 432
0.173333 862 0 432
0.175 862 0 432
0.176667 862 0 432
0.178333 911 0 432
0.18 911 0 432
0.181667 911 0 432
0.183333 911 0 432
0.185 911 0 432
0.186667 911 0 432
0.188333 911 0 432
0.19 911 0 432
0.191667 911 0 432
0.193333 911 0 432
0.195 1039 0 438
0.196667 1039 0 438
0.198333 1039 0 438
0.2 1039 0 438
0.201667 1039 0 438
0.203333 1039 0 438
0.205 1039 0 438
0.206667 1039 0 438
0.208333 1039 0 438
0.21 1039 0 438
0.211667 1150 3 444
0.213333 1150 3 444
0.215 1150 3 444
0.216667 1150 3 444
0.218333 1150 3 444
0.22 1150 3 444
0.221667 1150 3 444
0.223333 1150 3 444
0.225 1150 3 444
0.226667 1150 3 444
0.228333 1289 6 452
0.23 1289 6 452
0.231667 1289 6 452
0.233333 1289 6 452
0.235 1289 6 452
0.236667 1289 6 452
0.238333 1289 6 452
0.24 1289 6 452
0.241667 1289 6 452
0.243333 1289 6 452
0.245 1389 0 447
0.246667 1389 0 447
0.248333 1389 0 447
0.25 1389 0 447
0.251667 1389 0 447
0.253333 1389 0 447
0.255 1389 0 447
0.256667 1389 0 447
0.258333 1389 0 447
0.26 1389 0 447
0.261667 1441 6 457
0.263333 1441 6 457
0.265 1441 6 457
0.266667 1441 6 457
0.268333 1441 6 457
0.27 1441 6 457
0.271667 1441 6 457
0.273333 1441 6 457
0.275 1441 6 457
0.276667 1580 6 461
0.278333 1580 6 461
0.28 1580 6 461
0.281667 1580 6 461
0.283333 1580 6 461
0.285 1580 6 461
0.286667 1580 6 461
0.288333 1580 6 461
0.29 1580 6 461
0.291667 1580 6 461
0.293333 1711 6 464
0.295 1711 6 464
0.296667 1711 6 464
0.298333 1711 6 464
0.3 1711 6 464
0.301667 1711 6 464
0.303333 1711 6 464
0.305 1711 6 464
0.306667 1711 6 464
0.308333 1711 6 464
0.31 1725 3 450
0.311667 1725 3 450
0.313333 1725 3 450
0.315 1725 3 450
0.316667 1725 3 450
0.318333 1725 3 450
0.32 1725 3 450
0.321667 1725 3 450
0.323333 1725 3 450
0.325 1725 3 450
0.326667 1756 0 459
0.328333 1756 0 459
0.33 1756 0 459
0.331667 1756 0 459
0.333333 1756 0 459
0.335 1756 0 459
0.336667 1756 0 459
0.338333 1756 0 459
0.34 1756 0 459
0.341667 1756 0 459
0.343333 1898 0 459
0.345 1898 0 459
0.346667 1898 0 459
0.348333 1898 0 459
0.35 1898 0 459
0.351667 1898 0 459
0.353333 1898 0 459
0.355 1898 0 459
0.356667 1898 0 459
0.358333 1898 0 459
0.36 2134 6 477
0.361667 2134 6 477
0.363333 2134 6 477
0.365 2134 6 477
0.366667 2134 6 477
0.368333 2134 6 477
0.37 2134 6 477
0.371667 2134 6 477
0.373333 2134 6 477
0.375 2134 6 477
0.376667 2127 3 464
0.378333 2127 3 464
0.38 2127 3 464
0.381667 2127 3 464
0.383333 2127 3 464
0.385 2127 3 464
0.386667 2127 3 464
0.388333 2127 3 464
0.39 2127 3 464
0.391667 2127 3 464
0.393333 2131 0 473
0.395 2131 0 473
0.396667 2131 0 473
0.398333 2131 0 473
0.4 2131 0 473
0.401667 2131 0 473
0.403333 2131 0 473
0.405 2131 0 473
0.406667 2131 0 473
0.408333 2131 0 473
0.41 2269 6 488
0.411667 2269 6 488
0.413333 2269 6 488
0.415 2269 6 488
0.416667 2269 6 488
0.418333 2269 6 488
0.42 2269 6 488
0.421667 2269 6 488
0.423333 2269 6 488
0.425 2269 6 488
0.426667 2550 3 493
0.428333 2550 3 493
0.43 2550 3 493
0.431667 2550 3 493
0.433333 2550 3 493
0.435 2550 3 493
0.436667 2550 3 493
0.438333 2550 3 493
0.44 2550 3 493
0.441667 2550 3 493
0.443333 2512 0 479
0.445 2512 0 479
0.446667 2512 0 479
0.448333 2512 0 479
0.45 2512 0 479
0.451667 2512 0 479
0.453333 2512 0 479
0.455 2512 0 479
0.456667 2512 0 479
0.458333 2512 0 479
0.46 2512 0 482
0.461667 2512 0 482
0.463333 2512 0 482
0.465 2512 0 482
0.466667 2512 0 482
0.468333 2512 0 482
0.47 2512 0 482
0.471667 2512 0 482
0.473333 2512 0 482
0.475 2512 0 482
0.476667 2647 0 492
0.478333 2647 0 492
0.48 2647 0 492
0.481667 2647 0 492
0.483333 2647 0 492
0.485 2647 0 492
0.486667 2647 0 492
0.488333 2647 0 492
0.49 2647 0 492
0.491667 2647 0 492
0.493333 2786 6 502
0.495 2786 6 502
0.496667 2786 6 502
0.498333 2786 6 502
0.5 2786 6 502
0.501667 2786 6 502
0.503333 2786 6 502
0.505 2786 6 502
0.506667 2786 6 502
0.508333 2786 6 502
0.51 2952 6 494
0.511667 2952 6 494
0.513333 2952 6 494
0.515 2952 6 494
0.516667 2952 6 494
0.518333 2952 6 494
0.52 2952 6 494
0.521667 2952 6 494
0.523333 2952 6 494
0.525 2952 6 494
0.526667 2889 6 505
0.528333 2889 6 505
0.53 2889 6 505
0.531667 2889 6 505
0.533333 2889 6 505
0.535 2889 6 505
0.536667 2889 6 505
0.538333 2889 6 505
0.54 2889 6 505
0.541667 2889 6 505
0.543333 2997 10 514
0.545 2997 10 514
0.546667 2997 10 514
0.548333 2997 10 514
0.55 2997 10 514
0.551667 2997 10 514
0.553333 2997 10 514
0.555 2997 10 514
0.556667 2997 10 514
0.558333 2997 10 514
0.56 3149 13 516
0.561667 3149 13 516
0.563333 3149 13 516
0.565 3149 13 516
0.566667 3149 13 516
0.568333 3149 13 516
0.57 3149 13 516
0.571667 3149 13 516
0.573333 3149 13 516
0.575 3149 13 516
0.576667 3309 6 531
0.578333 3309 6 531
0.58 3309 6 531
0.581667 3309 6 531
0.583333 3309 6 531
0.585 3309 6 531
0.586667 3309 6 531
0.588333 3309 6 531
0.59 3309 6 531
0.591667 3309 6 531
0.593333 3458 0 581
0.595 3458 0 581
0.596667 3458 0 581
0.598333 3458 0 581
0.6 3458 0 581
0.601667 3458 0 581
0.603333 3458 0 581
0.605 3458 0 581
0.606667 3458 0 581
0.608333 3458 0 581
0.61 3350 0 513
0.611667 3350 0 513
0.613333 3350 0 513
0.615 3350 0 513
0.616667 3350 0 513
0.618333 3350 0 513
0.62 3350 0 513
0.621667 3350 0 513
0.623333 3350 0 513
0.625 3350 0 513
0.626667 3503 3 523
0.628333 3503 3 523
0.63 3503 3 523
0.631667 3503 3 523
0.633333 3503 3 523
0.635 3503 3 523
0.636667 3503 3 523
0.638333 3503 3 523
0.64 3503 3 523
0.641667 3503 3 523
0.643333 3648 6 538
0.645 3648 6 538
0.646667 3648 6 538
0.648333 3648 6 538
0.65 3648 6 538
0.651667 3648 6 538
0.653333 3648 6 538
0.655 3648 6 538
0.656667 3648 6 538
0.658333 3648 6 538
0.66 3590 3 530
0.661667 3590 3 530
0.663333 3590 3 530
0.665 3590 3 530
0.666667 3590 3 530
0.668333 3590 3 530
0.67 3590 3 530
0.671667 3590 3 530
0.673333 3590 3 530
0.675 3590 3 530
0.676667 3801 0 519
0.678333 3801 0 519
0.68 3801 0 519
0.681667 3801 0 519
0.683333 3801 0 519
0.685 3801 0 519
0.686667 3801 0 519
0.688333 3801 0 519
0.69 3801 0 519
0.691667 3801 0 519
0.693333 3825 13 540
0.695 3825 13 540
0.696667 3825 13 540
0.698333 3825 13 540
0.7 3825 13 540
0.701667 3825 13 540
0.703333 3825 13 540
0.705 3825 13 540
0.706667 3825 13 540
0.708333 3825 13 540
0.71 3981 10 543
0.711667 3981 10 543
0.713333 3981 10 543
0.715 3981 10 543
0.716667 3981 10 543
0.718333 3981 10 543
0.72 3981 10 543
0.721667 3981 10 543
0.723333 3981 10 543
0.725 3981 10 543
0.726667 4140 13 545
0.728333 4140 13 545
0.73 4140 13 545
0.731667 4140 13 545
0.733333 4140 13 545
0.735 4140 13 545
0.736667 4140 13 545
0.738333 4140 13 545
0.74 4140 13 545
0.741667 4140 13 545
0.743333 4296 3 523
0.745 4296 3 523
0.746667 4296 3 523
0.748333 4296 3 523
0.75 4296 3 523
0.751667 4296 3 523
0.753333 4296 3 523
0.755 4296 3 523
0.756667 4296 3 523
0.758333 4296 3 523
0.76 4269 10 520
0.761667 4269 10 520
0.763333 4269 10 520
0.765 4269 10 520
0.766667 4269 10 520
0.768333 4269 10 520
0.77 4269 10 520
0.771667 4269 10 520
0.773333 4269 10 520
0.775 4269 10 520
0.776667 4300 6 561
0.778333 4300 6 561
0.78 4300 6 561
0.781667 4300 6 561
0.783333 4300 6 561
0.785 4300 6 561
0.786667 4300 6 561
0.788333 4300 6 561
0.79 4300 6 561
0.791667 4300 6 561
0.793333 4463 10 591
0.795 4463 10 591
0.796667 4463 10 591
0.798333 4463 10 591
0.8 4463 10 591
0.801667 4463 10 591
0.803333 4463 10 591
0.805 4463 10 591
0.806667 4463 10 591
0.808333 4463 10 591
0.81 4626 17 588
0.811667 4626 17 588
0.813333 4626 17 588
0.815 4626 17 588
0.816667 4626 17 588
0.818333 4626 17 588
0.82 4626 17 588
0.821667 4626 17 588
0.823333 4626 17 588
0.825 4626 17 588
0.826667 4702 10 539
0.828333 4702 10 539
0.83 4702 10 539
0.831667 4702 10 539
0.833333 4702 10 539
0.835 4702 10 539
0.836667 4702 10 539
0.838333 4702 10 539
0.84 4702 10 539
0.841667 4702 10 539
0.843333 4698 10 552
0.845 4698 10 552
0.846667 4698 10 552
0.848333 4698 10 552
0.85 4698 10 552
0.851667 4698 10 552
0.853333 4698 10 552
0.855 4698 10 552
0.856667 4698 10 552
0.858333 4698 10 552
0.86 4799 13 559
0.861667 4799 13 559
0.863333 4799 13 559
0.865 4799 13 559
0.866667 4799 13 559
0.868333 4799 13 559
0.87 4799 13 559
0.871667 4799 13 559
0.873333 4799 13 559
0.875 4799 13 559
0.876667 4989 13 573
0.878333 4989 13 573
0.88 4989 13 573
0.881667 4989 13 573
0.883333 4989 13 573
0.885 4989 13 573
0.886667 4989 13 573
0.888333 4989 13 573
0.89 4989 13 573
0.891667 4989 13 573
0.893333 5152 17 581
0.895 5152 17 581
0.896667 5152 17 581
0.898333 5152 17 581
0.9 5152 17 581
0.901667 5152 17 581
0.903333 5152 17 581
0.905 5152 17 581
0.906667 5152 17 581
0.908333 5152 17 581
0.91 5350 17 634
0.911667 5350 17 634
0.913333 5350 17 634
0.915 5350 17 634
0.916667 5350 17 634
0.918333 5350 17 634
0.92 5350 17 634
0.921667 5350 17 634
