"-36,5","-95,5","14,57738",,,,
"-38,5","-94,5","9,823442",,,,
"2,5","-100,5","10,793516",,,,
"1,5","-100,5","12,349089",,,,
"-0,5","-103,5","11,067972",,,,
"-0,5","-105,5","13,435029",,,,
"-1,5","-102,5","10,606602",,,,
"-9,5","-102,5","14,57738",,,,
"-19,5","-104,5","13,509256",,,,
"-17,5","-101,5","11,335784",,,,
"-3,5","-105,5","13,209845",,,,
"19,5","-104,5","3,807887",,,,
"19,5","-96,5","3,807887",,,,
"28,5","-73,5","13,6565",,,,
"9,5","-79,5","12,020815",,,,
"-23,5","-76,5","12,509996",,,,
"-34,5","-94,5","12,349089",,,,
"-32,5","-99,5","11,768602",,,,
"-4,5","-42,5","12,349089",,,,
"12,5","-24,5","12,509996",,,,
"14,5","-28,5","11,335784",,,,
"-44,5","-48,5","3,807887",,,,
"10,5","-37,5","9,617692",,,,
"-1,5","-47,5","12,020815",,,,
"-34,5","-95,5","15,700318",,,,
"-25,5","-82,5","12,747549",,,,
"-23,5","-82,5","11,067972",,,,
"-16,5","-82,5","13,946325",,,,
"-16,5","-82,5","14,508618",,,,
"-30,5","-87,5","12,747549",,,,
"-22,5","-79,5","9,617692",,,,
"-27,5","-81,5","13,72953",,,,
"-18,5","-92,5","10,511898",,,,
"101,5","3,5","11,423659",,,,
"-65,5","7,5","20,796635",,,,
"-62,5","9,5","5,52268",,,,
"71,5","97,5","14,230249",,,,
"81,5","100,5","13,509256",,,,
"84,5","102,5","14,57738",,,,
"88,5","101,5","12,903488",,,,
"64,5","73,5","19,912308",,,,
"119,5","93,5","15,572412",,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
0,0,0,,,,
