0,0,0,,,,
"-60,5","-39,5","17,102631",,,,
"-60,5","-29,5","18,506756",,,,
"-81,5","-41,5","16,807735",,,,
"-37,5","-61,5","30,700163",,,,m_r
"-72,5","-102,5","41,503014",,,,"13,043763287"
"-84,5","-100,5","51,502426",,,,
"-76,5","-90,5","34,820972",,,,
"-65,5","-81,5","22,147234",,,,var_r
"-62,5","-83,5","16,807735",,,,"33,7312315688"
"118,5","-73,5","25,700195",,,,
"40,5","-25,5","43,846321",,,,
"-8,5","-2,5","26,87936",,,,
"-20,5","4,5","26,201145",,,,
"103,5","-64,5","3,807887",,,,
"69,5","-64,5","3,807887",,,,
"16,5","-45,5","12,509996",,,,
"1,5","-38,5","10,606602",,,,
"-39,5","-60,5","11,335784",,,,
"-57,5","-57,5","12,589679",,,,
"-116,5","34,5","9,823442",,,,
"-77,5","-81,5","3,807887",,,,
"21,5","3,5","8,276473",,,,
"-108,5","52,5","24,909838",,,,
"-46,5","63,5","33,593155",,,,
"-61,5","81,5","23,119257",,,,
"-75,5","41,5","29,774149",,,,
"-22,5","-61,5","14,57738",,,,
"-40,5","-36,5","12,020815",,,,
"75,5","-28,5","12,747549",,,,
"79,5","-6,5","9,924717",,,,
"113,5","-104,5","11,85327",,,,
"74,5","-4,5","9,823442",,,,
"73,5","-4,5","12,103719",,,,
"73,5","-5,5","13,583077",,,,
"62,5","-49,5","27,285528",,,,
"72,5","-3,5","11,335784",,,,
"62,5","-76,5","5,52268",,,,
"69,5","-6,5","11,335784",,,,
"62,5","-67,5","16,507574",,,,
"60,5","-53,5","4,743416",,,,
"52,5","-24,5","15,700318",,,,
"28,5","-95,5","10,793516",,,,
"29,5","-37,5","11,335784",,,,
"20,5","-49,5","12,747549",,,,
"24,5","-59,5","9,823442",,,,
"23,5","-61,5","11,067972",,,,
"22,5","-61,5","10,977249",,,,
"21,5","-64,5","12,980755",,,,
"22,5","-62,5","10,606602",,,,
"-9,5","-64,5","12,103719",,,,
"-10,5","-70,5","9,924717",,,,
"-15,5","-73,5","13,509256",,,,
"-18,5","-78,5","10,977249",,,,
"-15,5","-70,5","14,57738",,,,
"-1,5","-71,5","11,335784",,,,
"-13,5","-31,5","10,124228",,,,
"-15,5","-39,5","12,349089",,,,
"-15,5","-44,5","13,583077",,,,
"-0,5","-84,5","12,747549",,,,
"1,5","-86,5","12,103719",,,,
"3,5","-87,5","12,349089",,,,
"5,5","-86,5","10,700467",,,,
"1,5","-51,5","12,020815",,,,
"-2,5","-54,5","10,511898",,,,
"-1,5","-56,5","10,700467",,,,
"-0,5","-57,5","12,349089",,,,
"-2,5","-55,5","12,747549",,,,
"-3,5","-59,5","11,335784",,,,
"-0,5","-60,5","12,747549",,,,
"-2,5","-57,5","11,510864",,,,
"-2,5","-62,5","11,335784",,,,
"-2,5","-63,5","11,067972",,,,
"-3,5","-68,5","11,067972",,,,
"-1,5","-70,5","11,067972",,,,
"-2,5","-71,5","11,510864",,,,
"-0,5","-72,5","12,103719",,,,
"0,5","-73,5","12,509996",,,,
"0,5","-74,5","11,423659",,,,
"0,5","-74,5","12,509996",,,,
"-0,5","-72,5","10,700467",,,,
"-0,5","-73,5","11,335784",,,,
"1,5","-77,5","11,597413",,,,
"1,5","-76,5","12,747549",,,,
"1,5","-77,5","10,793516",,,,
"3,5","-79,5","11,335784",,,,
"3,5","-77,5","12,747549",,,,
"4,5","-78,5","12,103719",,,,
"3,5","-78,5","12,349089",,,,
"-8,5","-65,5","13,28533",,,,
"-6,5","-68,5","11,067972",,,,
"21,5","-60,5","12,349089",,,,
"29,5","-64,5","12,103719",,,,
"35,5","-67,5","11,067972",,,,
"42,5","-66,5","10,511898",,,,
"50,5","-64,5","12,103719",,,,
"13,5","-75,5","12,020815",,,,
"-2,5","-74,5","12,349089",,,,
"-3,5","-76,5","12,020815",,,,
"-6,5","-77,5","12,980755",,,,
"-21,5","-50,5","12,103719",,,,
"-26,5","-58,5","12,349089",,,,
"-34,5","-56,5","11,510864",,,,
"-39,5","-58,5","12,103719",,,,
"-43,5","-59,5","13,509256",,,,
"-49,5","-57,5","12,020815",,,,
"-50,5","-59,5","12,349089",,,,
"-53,5","-71,5","10,977249",,,,
"-53,5","-71,5","12,020815",,,,
"-54,5","-70,5","12,349089",,,,
"-50,5","-74,5","10,793516",,,,
"-31,5","-70,5","10,793516",,,,
"-32,5","-67,5","11,335784",,,,
"-33,5","-69,5","13,28533",,,,
"-32,5","-68,5","11,510864",,,,
"-34,5","-68,5","12,349089",,,,
"-34,5","-69,5","11,335784",,,,
"-32,5","-68,5","11,067972",,,,
"-34,5","-68,5","10,124228",,,,
"-33,5","-71,5","11,067972",,,,
"-33,5","-70,5","12,349089",,,,
"-32,5","-70,5","10,511898",,,,
"-32,5","-70,5","10,700467",,,,
"-34,5","-70,5","11,067972",,,,
"-34,5","-74,5","12,349089",,,,
"-38,5","-75,5","10,124228",,,,
"-37,5","-73,5","11,510864",,,,
"-37,5","-78,5","12,509996",,,,
"-39,5","-78,5","12,349089",,,,
"-37,5","-77,5","11,335784",,,,
"-35,5","-78,5","12,589679",,,,
"-36,5","-79,5","13,209845",,,,
"-37,5","-77,5","11,067972",,,,
"-38,5","-78,5","12,589679",,,,
"-34,5","-87,5","11,067972",,,,
"-28,5","-89,5","11,510864",,,,
"-28,5","-82,5","14,57738",,,,
"-39,5","-48,5","14,57738",,,,
"-49,5","-55,5","11,335784",,,,
"-55,5","-113,5","3,535534",,,,
"-63,5","-72,5","14,230249",,,,
"-63,5","-70,5","12,747549",,,,
"-63,5","-73,5","12,509996",,,,
"-61,5","-75,5","13,209845",,,,
"-65,5","-74,5","14,57738",,,,
"-62,5","-76,5","12,509996",,,,
"-61,5","-79,5","12,020815",,,,
"-63,5","-81,5","13,28533",,,,
"-62,5","-83,5","14,983324",,,,
"-52,5","-94,5","14,508618",,,,
"-26,5","-107,5","15,508062",,,,
"-20,5","-97,5","14,508618",,,,
"-22,5","-95,5","9,823442",,,,
"-22,5","-95,5","9,617692",,,,
"-20,5","-95,5","13,6565",,,,
"3,5","-52,5","12,980755",,,,
"0,5","-56,5","12,349089",,,,
"2,5","-40,5","13,583077",,,,
"-2,5","-22,5","10,606602",,,,
"11,5","-70,5","10,793516",,,,
"-6,5","-7,5","11,510864",,,,
"-6,5","-7,5","10,606602",,,,
"-7,5","-7,5","12,747549",,,,
"59,5","-88,5","3,535534",,,,
"31,5","-104,5","3,807887",,,,
"-19,5","-55,5","10,700467",,,,
"-22,5","-63,5","10,793516",,,,
"-20,5","-78,5","11,85327",,,,
"-22,5","-76,5","10,511898",,,,
"-18,5","-83,5","12,589679",,,,
"-16,5","-80,5","12,747549",,,,
"-16,5","-85,5","9,300538",,,,
"-20,5","-92,5","8,514693",,,,
"-18,5","-83,5","13,583077",,,,
"-13,5","-71,5","12,349089",,,,
"-20,5","-73,5","11,067972",,,,
"-19,5","-82,5","14,713939",,,,
"-15,5","-82,5","12,349089",,,,
"-20,5","-107,5","13,509256",,,,
"-22,5","-91,5","12,349089",,,,
"-26,5","-93,5","12,747549",,,,
"-31,5","-98,5","10,793516",,,,
